name,voteCount,rating,address,cusine,cost,timing,lat,long
New Royal Biryani,21 votes,3.5,"Shop 545/1, Ward 29, GT Road, Howrah","North Indian, Chinese, Biryani",₹300,11am – 11pm (Mon-Sun),22.6393563,87.2829648
Hotel Priya,201 votes,3.5,"14/2, Balaram Ghosh Street, Shyam Bazar, Kolkata",Biryani,₹200,"12noon – 4pm, 6pm – 11:30pm (Mon-Sun)",22.38667365,87.3246042
Chinese Wall,168 votes,3.9,"2, Shibdas Bhadur Street, Fariapukur, Shyam Bazar, Kolkata",Biryani,₹500,12:15pm – 10:45pm (Mon-Sun),22.5985008,88.3744936
Cakes And More,46 votes,3.4,"57/2F, 4th Floor, Diamond Harbour Road, Opposite Calcutta Hospital, Kidderpore, Kolkata",North Indian,₹500,"9am – 9pm (Mon-Sat),11am – 6pm (Sun)",22.20741275,87.32912795
Zaiqa-E-Dilli,90 votes,3.9,"72/1, Phears Lane, Bara Bazar, Kolkata",North Indian,₹300,11am – 11pm (Mon-Sun),22.52704085,88.0836686
Nu Wan Li,295 votes,3.9,"59D, Hazra Road, Hazra, Kolkata",North Indian,₹550,11am – 10pm (Mon-Sun),22.5237973,88.3471456
Noodle 'n You,167 votes,3.8,"126, Kalikapur Road, Near Avisikta Crossing, Kalikapur, Kolkata",North Indian,₹500,"11am – 10pm (Mon-Fri),11am – 10:30pm (Sat-Sun)",22.50249575,88.3885723
Baking Sea,27 votes,3.4,"10/32, New Bikramgarh, Jadavpur, Kolkata",Fast Food,₹200,8am – 3am (Mon-Sun),22.4227349,87.3274869
Chez - Pan Oriental Kitchen,1391 votes,4.3,"D/26, Bapuji Nagar, Near Ekta Heights Building, Jadavpur, Kolkata",Fast Food,₹800,12noon – 11pm (Mon-Sun),22.3801908,87.34044275
Shyam Andhra Mess,15 votes,3.3,"13/14, Dobson Road, Howrah",Bakery,₹100,"6:30am – 3pm, 6:30pm – 10pm (Mon-Sun)",22.5318847,87.8315299
Hungers Stop,19 votes,3.5,"1/2, Ward 76, Ram Kamal Street, Kidderpore, Kolkata",Fast Food,₹200,12noon – 4am (Mon-Sun),22.3909989,87.32251695
Sei Vui,185 votes,4.1,"Black Burn Lane, Tiretti, Dalhousie BBD Bagh, Kolkata",Fast Food,₹600,12noon – 10pm (Mon-Sun),22.573564,88.3564187
Hotel Sawood International,27 votes,4.1,"9/1, Topsia Road Bypass, Near Ford Showroom, Topsia, Kolkata",Fast Food,₹600,24 Hours (Mon-Sun),22.3702342,87.3059648
Wokching,84 votes,3.6,"34/1A, Ballygunge Circular Road, Ballygunge, Kolkata",Fast Food,₹450,"12noon – 10pm (Mon, Wed, Thu, Fri, Sat, Sun)...",22.2026161,87.7659399
Cafe 75,16 votes,3.4,"75, Ballygunge Place, Ballygunge, Kolkata",Biryani,₹700,"Closed (Mon),2pm – 9pm (Tue-Sun)",22.5268076,88.3689298
Tara's Kitchen,141 votes,3.5,"18/6, Jamir Lane, Near Besco Company, Ballygunge, Kolkata",Biryani,₹200,9am – 11pm (Mon-Sun),22.7000322,87.68017365
MUD,1296 votes,4,"174E, Rash Behari Avenue, Triangular Park, Gariahat, Kolkata","Chinese, Fast Food, Rolls",₹550,10:30am – 9:30pm (Mon-Sun),22.5182202,88.3588904
Chopstick,528 votes,3.8,"161, Upen Banerjee Road, Parnasaree Pally, Behala, Kolkata","Chinese, Fast Food, Rolls",₹600,12noon – 10:30pm (Mon-Sun),22.5128943,88.3027593
Ottimo Cucina Italiana- ITC Royal Bengal,58 votes,3.7,"ITC Royal Bengal JBS Haldane Avenue, EM Bypass, Science City Area, Kolkata","Juices, Fast Food, Chinese","₹4,000","7pm – 11:45pm (Mon-Fri),12:30pm – 2:45pm, 7pm...",22.5458037,88.3979655
TFC Food Funda,18 votes,3.4,"16 B, Ibrahim Road, Near Evergreen High School, Kidderpore, Kolkata","Juices, Fast Food, Chinese",₹250,4pm – 11pm (Mon-Sun),22.5322591,88.3240643
Naushizaan,898 votes,3.7,"A4, Rajdanga Nabapally, Kasba, Kolkata","Ice Cream, Desserts, Beverages",₹500,12noon – 11:30pm (Mon-Sun),22.5150581,88.38998135
Veg Dhaba,17 votes,3.4,"BA/3, Near PNB More, Sector 1, Salt Lake, Kolkata","Ice Cream, Desserts, Beverages",₹450,11am – 11:50pm (Mon-Sun),22.51757885,87.74967655
Tasty Kitchen,5 votes,3.1,"3/H/8/1, Ibrahim Road, Kmc Ward 77, Alipore, Kolkata","Biryani, Rolls",₹200,11am – 11pm (Mon-Sun),22.3869849,87.26558225
Adil Fast Food Corner,51 votes,3.7,"22, Rai Charan Ghosh Lane, Picnic Garden, Kolkata","Biryani, Rolls",₹350,11am – 11pm (Mon-Sun),22.5317011,88.3815313
Biryani Master,11 votes,3.3,"22, Rai Charan Ghosh Lane, Picnic Garden, Kolkata",Fast Food,₹250,11am – 11pm (Mon-Sun),22.5317011,88.3815313
Bengal Diet Snacks,14 votes,3.3,"11/35, Balai Mistry Lane, Howrah, Post B Garden, Police Station, Shibpur, Howrah","Beverages, Desserts",₹300,8:30am – 12midnight (Mon-Sun),22.4248511,87.3275792
Nitu's Kitchen,14 votes,3.2,"44, Tala Park Avenue, Paikpara, Kolkata","Beverages, Desserts",₹250,8am – 11pm (Mon-Sun),22.6091056,88.3798611
Snaptown,183 votes,4.3,"Plot 7, CD Block, Sector 1, Salt Lake, Kolkata",Biryani,₹700,12noon – 11:30pm (Mon-Sun),22.5907575,88.4096198
Hao Chi,307 votes,4.1,"185/9A, Santoshpur Avenue, Santoshpur, Kolkata",Biryani,₹350,12:30pm – 10:30pm (Mon-Sun),22.79518095,88.22106285
The Souvlaki Guys,23 votes,3.4,"100, Ward 90, Raja Basanta Roy Road, Sarat Bose Road, Southern Avenue, Kolkata",Biryani,₹650,"9am – 12midnight (Mon, Tue, Wed, Thu, Fri, Sun)...",22.5137804,88.352087
Jain Surbhi Bhojanlaya,289 votes,3.5,"4-A, Ganpat Bagla Lane, Bara Bazar, Kolkata",Biryani,₹200,8am – 10pm (Mon-Sun),22.5879585,88.3554519
Haji Biryani,323 votes,3.6,"161, Banamali Naskar Road, Parnasree, Behala, Kolkata","Cafe, Chinese, North Indian",₹300,1pm – 12:30am (Mon-Sun),22.5067172,88.3092027
Manti,899 votes,3.7,"27, Deshapran Sashmal Road, Near Tollygunge Tram Depot, Tollygunge, Kolkata","Cafe, Chinese, North Indian",₹300,10am – 10pm (Mon-Sun),22.49399995,88.3458039
Crave Foodworks,627 votes,4,"122 B, Meghnad Saha Sarani, Southern Avenue, Kolkata","Thai, Salad","₹1,200",12noon – 11pm (Mon-Sun),22.5140948,88.3625335
Silver Screen,654 votes,3.6,"5, N.S.C. Road, Regent Park, Tollygunge, Kolkata",South Indian,"₹1,200",12noon – 11:15pm (Mon-Sun),22.486203,88.352463
Only 4 Chinese Gazab,521 votes,3.6,"34C, Shyampukur Street, Hatibagan, Kolkata",South Indian,₹600,12:30pm – 10:30pm (Mon-Sun),22.5972237,88.3693316
WFC (Wow Fried Chicken),140 votes,3.5,"34C, Shyampukur Street, Hatibagan, Kolkata",Chinese,₹400,12noon – 10:30pm (Mon-Sun),22.5972237,88.3693316
Blue Lagoon,407 votes,3.7,"A26, Jadavpur Super Market, Jadavpur, Kolkata","Chinese, Mangalorean, Seafood",₹800,"12:30pm – 11pm (Mon),11am – 11pm (Tue-Sun)",22.4960816,88.3701965
Mrs Wilson's Cafe,301 votes,4.6,"P 174, Jodhpur Park, Kolkata","North Indian, Chinese, Mongolian",₹800,11:30am – 10:15pm (Mon-Sun),22.5062172,88.36166655
Ziqra Restaurant,51 votes,3.6,"14, B.T Road, Paikpara, Kolkata","North Indian, Chinese, Mongolian",₹500,1pm – 12midnight (Mon-Sun),22.611918,88.3770923
Ming Dimsum and Pouchong Asian Products,116 votes,3.9,"104, Rajdanga Golpark, Kasba, Kolkata","North Indian, Chinese",₹300,"11am – 10pm (Mon-Sat),Closed (Sun)",22.5115995,88.3890562
Kinz,157 votes,3.8,"23/1, Jagat Banerjee Ghat Road, Shibpur, Howrah","North Indian, Chinese",₹650,11am – 12midnight (Mon-Sun),22.41594975,87.7929456
Paritripti,14 votes,3.5,"33, Madhab Halder Road, Behala, Kolkata","Fast Food, Bengali",₹300,"8am – 3pm, 7pm – 10pm (Mon-Sat),8am – 3pm (Sun)",22.5034333,88.3203202
The Steak & Grill,962 votes,4,"FE-12, Sector 3, Salt Lake, Kolkata",Chinese,"₹1,000","7:30am – 10:30pm (Mon-Thu),7:30am – 11pm (Fri-Sun)",22.583575,88.4166277
Double Daker's Lane,55 votes,3.5,"375, 4A, Vivekananda Colony, Parnasree Palli, Behala, Kolkata",Chinese,₹400,9am – 9pm (Mon-Sun),22.50897965,88.3064744
New Om Sakti,187 votes,3.8,"136, Santoshpur Avenue, Santoshpur, Kolkata","Chinese, Fast Food",₹250,8am – 9pm (Mon-Sun),22.4923614,88.3873436
The Hubb,163 votes,3.6,"391, Prince Anwar Shah Connector Raod, Kalikapur, Kolkata","Chinese, Fast Food",₹600,9am – 10pm (Mon-Sun),22.5027767,88.394521
Quantum - Modern Indian Bistro,236 votes,3.8,"14-A, Burdwan Road, Alipore, Kolkata","Chinese, Fast Food","₹1,000",12noon – 11:30pm (Mon-Sun),22.522265,88.3278066
New Chaturbhuj Mistanna Bhandar,25 votes,3.5,"130, C.G Raod, Karl Marx Sarani, Kidderpore, Kolkata","Chinese, Fast Food",₹150,8am – 11pm (Mon-Sun),22.53841355,88.3156308
Tasty Trails,13 votes,3.3,"6/H/6, Ibrahim Road, Ekbalpur, Kidderpore, Kolkata","Chinese, North Indian, Kebab, Fast Food",₹400,"12:30pm – 11pm (Mon, Tue, Wed, Thu, Sat, Sun)...",22.387312,87.3145079
New Sila Restaurant,53 votes,3.5,"160, Swami Vivekananda Road, Shibpur, Howrah","Chinese, North Indian, Kebab, Fast Food",₹300,5:30am – 11pm (Mon-Sun),22.5816604,88.3234568
Bawarchi Family Restaurant,1527 votes,4,"58/1, Central Road, Jadavpur, Kolkata","Biryani, Chinese, Fast Food",₹700,12noon – 11pm (Mon-Sun),22.57471375,87.31686605
Khana Khazana New Chinese Fast Food Centre,233 votes,3.7,"68C, Hazra Road, Hazra, Kolkata","Biryani, Chinese, Fast Food",₹200,12:30pm – 9:30pm (Mon-Sun),22.5237938,88.3471297
Urbans Cafe,337 votes,3.6,"91, Vivekanand Road, Girish Park, Kolkata",Sandwich,₹300,11am – 11:30pm (Mon-Sun),22.5859222,88.3658906
Suresh Mistanna Bhander,214 votes,4.2,"Shop 7, Sarat Ghosh Garden Road, Dhakuria, Kolkata",Sandwich,₹100,7am – 10pm (Mon-Sun),22.510806,88.3723
Angan Bar And Restaurant,200 votes,3.3,"59/6, Kantapukur, 3rd Bye Lane, Kadamtala, Howrah Station Area, Howrah","Chinese, Fast Food, Rolls, Bengali",₹600,11am – 11pm (Mon-Sun),22.48064985,87.85953545
Hind Tiffin Restaurant,141 votes,3.7,"5, Kali Krishna, Tagore Sreet, Bara Bazar, Kolkata","Chinese, Fast Food, Rolls, Bengali",₹200,8am – 10:30pm (Mon-Sun),22.5865351,88.3593123
Diamond Hotel & Restaurant,190 votes,3.6,"78/79, Hari Mohan Bose Road, Howrah Station Area, Howrah",Rolls,₹500,9:30am – 11:30pm (Mon-Sun),22.56941545,87.6329596
Satyanarayan Hindu Hotel,4 votes,3,"78/79, Hari Mohan Bose Road, Howrah Station Area, Howrah","North Indian, Chinese",₹200,10am – 12midnight (Mon-Sun),22.56941545,87.6329596
Aditya Hindu Hotel,54 votes,3.3,"78/79, Hari Mohan Bose Road, Howrah Station Area, Howrah","North Indian, Bengali, Chinese",₹400,10am – 12:30am (Mon-Sun),22.56941545,87.6329596
House Of Chocolates,7 votes,3.1,"6D, Ground Floor, Riffle Range Road, Ballygunge, Kolkata",Rolls,₹250,24 Hours (Mon-Sun),22.5405994,88.3636426
Shudh Jalpan,14 votes,3.3,"P8, CIT Road, Scheme 7M, Kankurgachi, Kolkata","North Indian, Chinese, Bengali",₹350,7am – 10pm (Mon-Sun),22.57996495,88.3912093
Biryanee & More,78 votes,3.6,"161/2, Ward 131, Upendra Nath Banerjee Road, Behala, Kolkata","North Indian, Chinese, Bengali",₹300,12noon – 12midnight (Mon-Sun),22.8336209,87.901083
Sanjib's Restaurant,10 votes,3.2,"Plot 664, Sastri Narendranath Ganguly Road, Santragachi, Near Shibpur, Howrah","Rolls, Chinese, Mughlai",₹300,12noon – 10:30pm (Mon-Sun),22.5812737,88.3020024
OMO Bistro & Enoteca,28 votes,3.8,"91, Ground Floor, Manohar Pukur Road, Lake Market Area, Kolkata","Rolls, Chinese, Mughlai",₹750,"Closed (Mon),12noon – 10:30pm (Tue-Sun)",22.51891925,88.35166465
Namaste Bengal,18 votes,3.4,"P 96A, Hemanta Mukhopadhyay Sarani, Desapriya Park, Kolkata","Desserts, Ice Cream",₹350,12noon – 11pm (Mon-Sun),22.5162276,88.35416555
Foodgazm,Cuisines:,3.1,"189/2A, Kasba Road, Kasba, Kolkata","Desserts, Ice Cream",₹400,12noon – 12midnight (Mon-Sun),22.7232869,87.95430035
Dhaba 24,230 votes,3.7,"69, B.B Chatterjee Road, Kasba, Kolkata","South Indian, Street Food",₹400,12:10pm – 12:30am (Mon-Sun),22.5188596,88.3730851
Khichdi Khichri,339 votes,3.8,"172 A, Metropolitan Housing Society, South Canal Road, Beliaghata, Kolkata","South Indian, Street Food",₹500,11am – 8pm (Mon-Sun),22.5531863,88.407054
Dinner House,619 votes,3.9,"25A, Surah 3rd Lane, Near Beliaghata Police Station, Beliaghata, Kolkata",Mishti,₹500,12noon – 10:30pm (Mon-Sun),22.5638455,88.3962518
Tripti Snacks Bar,206 votes,3.8,"208/1, A.P.C. Road, Shyam Bazar, Kolkata",Mishti,₹250,12noon – 10pm (Mon-Sun),22.4934851,100.5685684
Radhu Babu's,370 votes,3.8,"8A, Janak Road, Lake Market Area, Kolkata",Fast Food,₹200,"6am – 10am, 3:30pm – 10:30pm (Mon-Sun)",22.5161232,88.3482798
China Green,843 votes,4,"63/A, A.P.G. Hussain Road, Jadavpur, Kolkata",Fast Food,₹400,11am – 12midnight (Mon-Sun),22.49775735,87.9081698
Punjabis Kitchen,146 votes,3.6,"105, Narasingh Dutta Road, Kadamtala, Salkia, Dobson Road, Kolkata","North Indian, Chinese",₹250,11:30am – 11pm (Mon-Sun),22.59089655,88.3306011
Four Star,Cuisines:,-,"127A, Moulana Abul Kalam Azad Sarani, Kolkata-54, Kankurgachi, Kolkata","Chinese, Mughlai, Italian",₹150,1pm – 10pm (Mon-Sun),22.573522,88.3857188
Pravesh Pani Puri,56 votes,3.7,"Near Woodland Hospital, Alipore, Kolkata","Chinese, Mughlai, Italian",₹150,4pm – 9pm (Mon-Sun),22.52625305,88.3272142
Forkstruck,146 votes,4.1,"188/13, Jodhpur Garden, Lake Gardens, Kolkata","North Indian, Chinese, Kebab, Beverages",₹400,12noon – 2am (Mon-Sun),22.64476925,87.86514775
Arshyan Restaurant,201 votes,3.6,"Shop 7/3H/4, Dr MN Chatterjee Sarani, Sealdah Area, Kolkata","North Indian, Chinese, Kebab, Beverages",₹500,12noon – 12midnight (Mon-Sun),22.51842305,87.46397755
Just Chilled,89 votes,3.8,"188, Raja Subodh Chandra Mallick Road, Jadavpur, Kolkata","Chinese, Rolls",₹300,12noon – 9pm (Mon-Sun),22.499611,88.369818
Maa Annapurna Pure Veg,144 votes,3.7,"3/1, Azadgarh, Tollygunge, Kolkata","Chinese, Rolls",₹250,1:30pm – 11:30pm (Mon-Sun),22.3869849,87.26558225
Mahal Restaurant,155 votes,4.1,"6/3, Ramanath Mazumder Street, Near College Street, College Street, Kolkata","Mughlai, North Indian",₹300,"10am – 4pm, 8pm – 10pm (Mon-Sat),Closed (Sun)",22.387312,87.3145079
Bagicha,810 votes,3.8,"25, Shyampukur Street, Hatibagan, Kolkata","Mughlai, North Indian",₹600,12noon – 10pm (Mon-Sun),22.5972664,88.369324
Banchharam's,235 votes,4.1,"19, Gariahat Road, Golpark, Kolkata",Mishti,₹100,10am – 9:30pm (Mon-Sun),22.5172207,88.3662189
Cake Cookies & More,141 votes,4,"19, Gariahat Road, Golpark, Kolkata","Chinese, Thai, Fast Food",₹200,10am – 9:30pm (Mon-Sun),22.5172207,88.3662189
Momose,5 votes,3.2,"19, Gariahat Road, Golpark, Kolkata","Fast Food, Italian, Asian, Healthy Food, Beverages, Desserts",₹250,11:30am – 11pm (Mon-Sun),22.5172207,88.3662189
Blossom,1208 votes,3.7,"55B, Abheananda Road, Near Hedua Park, Hatibagan, Kolkata",Mishti,₹500,11am – 11pm (Mon-Sun),22.58816825,88.3686612
Kali Mata Fast Food Centre,9 votes,3.3,"Shop 29B, Near Shyampukur Police Station, Balaram Ghosh Street, Shyam Bazar, Kolkata","Mishti, South Indian, Street Food",₹250,12noon – 10:30pm (Mon-Sun),22.5996,88.3686905
Masala Dhaba,7 votes,3.1,"210, Uttar Panchanogram, EM Bypass, Ruby Hospital Area, Kolkata","Street Food, Momos",₹650,11am – 2am (Mon-Sun),22.5135084,88.402884
Starbucks Coffee,415 votes,4.2,"City Centre Mall, Ground Floor, Sector 1, Salt Lake, Kolkata","Street Food, Momos",₹700,10am – 11pm (Mon-Sun),22.58965405,88.408347
Raj Hotel & Restaurant,132 votes,3.7,"115, Ekdalia Road, Ballygunge, Kolkata","North Indian, Chinese",₹500,11am – 10:30pm (Mon-Sun),22.5211948,88.3681017
Bedouin - Sher e Bengal,1040 votes,3.8,"200/2B, Gariahat Road, Gariahat, Kolkata","North Indian, Chinese",₹600,10:30am – 10:30pm (Mon-Sun),22.3667873,87.32761355
Wow Fast Food Corner,Cuisines:,,"Plot 9, Sector B, Metropoliton Bypass, Opposite Durga Mandir, Science City Area, Kolkata","American, Asian, European, Chinese",₹350,,22.54115605,88.39555205
Dish,30 votes,3.3,"19, Maharaja Tagore Road, Dhakuria, Kolkata","American, Asian, European, Chinese",₹300,12noon – 12midnight (Mon-Sun),22.5076933,88.3680203
Noodle King,Cuisines:,-,"44/7A, C.N. Roy Road, Picnic Garden, Kolkata","Mughlai, Rolls, Biryani",₹400,11am – 11pm (Mon-Sun),22.954168,87.8699684
Hurraay! Deli,27 votes,3.6,"P-45 A, Scheme 7M, CIT Road, Kankurgachi, Kolkata","Mughlai, Rolls, Biryani",₹300,10am – 11:30pm (Mon-Sun),22.5821374,88.3914223
Cake House,48 votes,3.2,"36/1E/1K/1, Near VIP Masjid, Topsia, Kolkata","Bakery, Desserts",₹150,11am – 12midnight (Mon-Sun),22.3779337,87.52626445
Tandoor House,6 votes,3.2,"2C, Naskar Para Lane, Gariahat, Kolkata","Bakery, Desserts",₹200,11am – 11pm (Mon-Sun),22.5044307,88.37659385
Spice Of Joy,133 votes,2.9,"3C, Naskar Para Lane, Kalikapur, Kolkata","Rolls, Biryani, North Indian",₹300,11:30am – 11pm (Mon-Sun),22.5036356,88.3767221
Panna Sweets,326 votes,4.1,"7, Brahma Samaj Road, Near Behala Tram Depot, Behala, Kolkata","Rolls, Biryani, North Indian",₹100,7am – 9:30pm (Mon-Sun),22.4997852,88.3123306
Kusum Snacks,14 votes,3.3,"318, S K Deb Road, Choudhary Bagan, Lake Town, Kolkata","Cafe, Fast Food, Italian, Pizza, Chinese",₹150,7am – 10pm (Mon-Sun),22.6023185,88.4020765
Kona Dukan - Stock Exchange Tea Stall,78 votes,4.1,"16, Lyons Range, Near Writers Building, Kolkata Stock Exchange, Dalhousie BBD Bagh, Kolkata","Cafe, Fast Food, Italian, Pizza, Chinese",₹200,5am – 10pm (Mon-Sun),22.5739384,88.3492769
Allen Kitchen,482 votes,4,"40/1, Jatindra Mohan Avenue, Shobha Bazar, Kolkata",Biryani,₹300,4pm – 9pm (Mon-Sun),22.46449015,87.8272969
Graham's Kitchen,237 votes,3.7,"6/1, N.S.C. Bose Road, Near Indrapuri Studio, Tollygunge, Kolkata",Biryani,₹600,12noon – 10:30pm (Mon-Sun),22.387312,87.3145079
Drumstick,477 votes,3.8,"8, Hem Chandra Naskar Road, Beliaghata C.I.T. More, Beliaghata, Kolkata","Chinese, North Indian",₹650,11:30am – 10pm (Mon-Sun),22.5639938,88.3957487
Gupta's Pav Bhaji,78 votes,3.4,"180B, Mukhtaram Babu Street, Near Ram Mandir, Chittaranjan Avenue, Girish Park, Kolkata","Chinese, North Indian",₹200,10am – 10pm (Mon-Sun),22.5831923,88.3613248
Kafulok,258 votes,3.7,"47, Govinda Khatick Road, South Tangra Road, Tangra, Kolkata",Biryani,₹800,"Closed (Mon),12noon – 4pm, 6pm – 11pm (Tue-Sun)",22.5633444,88.4260805
My Hangout,142 votes,4.6,"47B, Lake Avenue, Southern Avenue, Kolkata",Biryani,"₹1,100","12:30pm – 10:30pm (Mon-Sat),12noon – 10:30pm (Sun)",22.512604,88.3497648
Zyka,458 votes,3.8,"850, Block P, New Alipore, Kolkata","Cafe, Italian, Continental, European, Chinese, Thai, South Indian, North Indian",₹600,12noon – 11:30pm (Mon-Sun),22.508555,88.337941
Fusion Foodz,7 votes,3.2,"94, Buroshibtala Main Road, New Alipore, Kolkata","Bengali, Chinese, North Indian",₹400,10am – 10pm (Mon-Sun),22.50386805,88.33175665
KYD Knight Corner,24 votes,3.8,"30/2, Kustia Masjid Bari Lane, Topsia, Kolkata","Bengali, Chinese, North Indian",₹350,2pm – 4am (Mon-Sun),22.25954505,87.8382239
Rajwada - The Sonnet,19 votes,3.3,"The Sonnet, Plot 8, Block DD, Sector 1, Salt Lake, Kolkata",South Indian,"₹1,200","7pm – 1am (Mon-Tue),7pm – 11pm (Wed-Sun)",22.5894734,88.41129635
Desi Fried Chicken,Cuisines:,NEW,"17/1, Mayurbhanj Road, Alipore, Kolkata",South Indian,₹350,11am – 11pm (Mon-Sun),22.3235772,87.4499062
Kababi,93 votes,3.7,"6/6, Bijoygarh, Near Palleshree More, Tollygunge, Kolkata",Beverages,₹300,3pm – 11pm (Mon-Sun),22.387312,87.3145079
The Big Boss Cafe,50 votes,3.3,"57/1C, Ward 69, Naresh Mitra Sarani, Sarat Bose Road, Bhawanipur, Kolkata",Beverages,₹850,11am – 12midnight (Mon-Sun),22.20741275,87.32912795
Food Hood,28 votes,3.3,"214, Jodhpur Gardens, Lake Gardens, Kolkata","North Indian, Beverages",₹300,2pm – 3am (Mon-Sun),22.506106,88.356911
Busy Spoonz,66 votes,3.7,"3D, Charu Avenue, Tollygunge, Kolkata","North Indian, Beverages",₹300,"5pm – 9:30pm (Mon-Sat),Closed (Sun)",22.5072164,88.345073
Sree Durgar Rannaghar,46 votes,3.7,"14 E, Bramho Samaj Road, Behala, Kolkata","Biryani, Hyderabadi, North Indian, Mughlai",₹300,2pm – 10pm (Mon-Sun),22.502085,88.307314
Fabelle Chocolate Boutique - ITC Sonar,186 votes,4.2,"ITC Sonar, J.B.S. Haldane Avenue, E.M. Bypass, Science City Area, Kolkata","Biryani, Hyderabadi, North Indian, Mughlai",₹700,11am – 12midnight (Mon-Sun),22.54443835,88.397756
Nutmeg - ITC Sonar,50 votes,3.7,"ITC Sonar, J.B.S. Haldane Avenue, E.M. Bypass, Science City Area, Kolkata",Burger,₹700,11am – 9pm (Mon-Sun),22.54443835,88.397756
Kamdhenu's,164 votes,4.1,"596, Santoshpur Avenue, Near Jora Bridge, Santoshpur, Kolkata",Fast Food,₹150,7am – 10pm (Mon-Sun),22.4939424,88.3902254
Rimpa Restaurant,58 votes,3.2,"63/A/6, Raja Ram Mohan Roy Road,  Muchipara, Behala, Kolkata",Fast Food,₹550,12noon – 11pm (Mon-Sun),22.49775735,87.9081698
Nalin Chandra Das & Sons,255 votes,4.1,"84, Near Kalighat Metro, Kalighat, Kolkata","Chinese, Fast Food",₹100,7am – 11pm (Mon-Sun),22.51861915,88.3500566
Sheesh Mahal,154 votes,3.6,"28, Karl Marx Sarani, Near Fancy Market, Kidderpore, Kolkata","Chinese, Fast Food",₹350,9am – 12midnight (Mon-Sun),22.53871455,88.32271175
Tifeen Box,114 votes,4,"31/B, Pallisree, Tollygunge, Kolkata","Biryani, Fast Food",₹300,11am – 11pm (Mon-Sun),22.47280635,87.8316736
Aroha,55 votes,3.7,"140, Bidhan Sarani, Near Bata, Hatibagan, Kolkata","Biryani, Fast Food",₹700,12noon – 11pm (Mon-Sun),22.5949116,88.3708816
The Tasty- South Indian Gourmet,40 votes,4.2,"37, Ground Floor, Janak Road, Southern Avenue, Kolkata",Bakery,₹350,9am – 9:30pm (Mon-Sun),22.5139533,88.3473871
Arambagh's Chicken,Cuisines:,-,"127 A, Rash Behari Avenue, Gariahat, Kolkata",Bakery,₹150,10am – 9:30pm (Mon-Sun),22.518856,88.36061
Adarrsh Kitchen,5 votes,3,"6, Canal South Road, Tangra, Kolkata","Biryani, Rolls",₹600,12noon – 12midnight (Mon-Sun),22.5626887,88.3813994
